po_id,supplier_id,order_date,promised_delivery_date,actual_delivery_date,status,product_category,quantity,unit_cost,total_po_value,buyer_region,payment_terms_days,supplier_name,tier,supplier_region,promised_lead_time,actual_lead_time,days_delayed,is_delayed,is_on_time,delay_cost,order_month
PO-2023-000696,SUP-003,2023-03-21,2023-03-27,2023-03-27,Delivered,Logistics Services,306,331.5,101439.0,APAC,30,Johnson-Davis,Tier 1,North America,6,6.0,0.0,False,True,0.0,2023-03
PO-2024-000697,SUP-018,2024-02-28,2024-03-19,2024-03-19,Delivered,Raw Materials,176,354.11,62323.36,APAC,45,Underwood LLC,Tier 3,North America,20,20.0,0.0,False,True,0.0,2024-02
PO-2024-000698,SUP-007,2024-06-12,2024-06-24,2024-06-24,Delivered,Packaging,258,264.2,68163.6,APAC,45,Ramirez-Lewis,Tier 2,APAC,12,12.0,0.0,False,True,0.0,2024-06
PO-2023-000699,SUP-002,2023-05-22,2023-06-01,2023-06-01,Delivered,Packaging,158,361.85,57172.3,APAC,60,Rhodes PLC,Tier 1,EMEA,10,10.0,0.0,False,True,0.0,2023-05
PO-2023-000700,SUP-007,2023-04-21,2023-04-30,2023-04-30,Delivered,Packaging,263,337.11,88659.93,APAC,45,Ramirez-Lewis,Tier 2,APAC,9,9.0,0.0,False,True,0.0,2023-04
PO-2024-000701,SUP-011,2024-04-02,2024-04-14,2024-04-14,Delivered,Raw Materials,444,239.31,106253.64,EMEA,30,"Montgomery, Hensley and Ray",Tier 2,EMEA,12,12.0,0.0,False,True,0.0,2024-04
PO-2023-000702,SUP-020,2023-08-21,2023-09-12,2023-09-12,Delivered,Logistics Services,61,470.97,28729.17,APAC,60,Lewis-Porter,Tier 3,North America,22,22.0,0.0,False,True,0.0,2023-08
PO-2024-000703,SUP-017,2024-07-03,2024-07-29,2024-08-12,Delivered,Logistics Services,133,26.45,3517.85,EMEA,60,"Hawkins, Cohen and Cameron",Tier 2,APAC,26,40.0,14.0,True,False,98.5,2024-07
PO-2023-000704,SUP-004,2023-11-09,2023-11-16,2023-11-24,Delivered,Packaging,150,368.54,55281.0,EMEA,60,"Johnson, Gonzalez and Santos",Tier 1,North America,7,15.0,8.0,True,False,884.5,2023-11
PO-2024-000705,SUP-024,2024-08-01,2024-08-04,2024-08-13,Delivered,Logistics Services,322,148.26,47739.72,North America,30,Campos Inc,Tier 3,EMEA,3,12.0,9.0,True,False,859.31,2024-08
PO-2023-000706,SUP-025,2023-03-19,2023-04-18,2023-04-18,Delivered,Electronics,244,144.1,35160.4,EMEA,60,Conner Group,Tier 3,EMEA,30,30.0,0.0,False,True,0.0,2023-03
PO-2024-000707,SUP-001,2024-05-13,2024-05-16,2024-05-16,Delivered,Logistics Services,480,83.23,39950.4,North America,45,"Rodriguez, Figueroa and Sanchez",Tier 1,North America,3,3.0,0.0,False,True,0.0,2024-05
PO-2024-000708,SUP-011,2024-08-16,2024-08-31,2024-09-09,Delivered,Raw Materials,352,62.72,22077.44,APAC,30,"Montgomery, Hensley and Ray",Tier 2,EMEA,15,24.0,9.0,True,False,397.39,2024-08
PO-2023-000709,SUP-016,2023-02-12,2023-03-07,,Cancelled,Electronics,354,399.92,141571.68,EMEA,60,"Sanchez, Ford and Nelson",Tier 2,APAC,23,,,False,False,0.0,2023-02
PO-2023-000710,SUP-008,2023-04-06,2023-04-22,2023-04-22,Delivered,Electronics,315,56.87,17914.05,EMEA,60,Davis Inc,Tier 2,EMEA,16,16.0,0.0,False,True,0.0,2023-04
PO-2024-000711,SUP-021,2024-01-26,2024-02-11,2024-02-11,Delivered,Logistics Services,301,149.99,45146.99,North America,45,"Ellis, Baker and Wright",Tier 3,APAC,16,16.0,0.0,False,True,0.0,2024-01
PO-2024-000712,SUP-002,2024-07-29,2024-08-03,2024-08-03,Delivered,Packaging,158,409.55,64708.9,North America,60,Rhodes PLC,Tier 1,EMEA,5,5.0,0.0,False,True,0.0,2024-07
PO-2024-000713,SUP-010,2024-03-24,2024-04-08,2024-04-08,Delivered,Packaging,131,278.57,36492.67,EMEA,45,"Martinez, Nielsen and Miller",Tier 2,APAC,15,15.0,0.0,False,True,0.0,2024-03
PO-2024-000714,SUP-013,2024-11-06,2024-11-23,2024-12-05,Delivered,MRO,193,23.45,4525.85,APAC,30,Delacruz Group,Tier 2,APAC,17,29.0,12.0,True,False,108.62,2024-11
PO-2024-000715,SUP-004,2024-04-12,2024-04-22,2024-04-22,Delivered,Packaging,127,231.69,29424.63,EMEA,60,"Johnson, Gonzalez and Santos",Tier 1,North America,10,10.0,0.0,False,True,0.0,2024-04
PO-2024-000716,SUP-003,2024-03-24,2024-03-31,2024-03-31,Delivered,Logistics Services,163,12.15,1980.45,North America,30,Johnson-Davis,Tier 1,North America,7,7.0,0.0,False,True,0.0,2024-03
PO-2023-000717,SUP-005,2023-08-06,2023-08-14,2023-08-14,Delivered,Logistics Services,77,312.33,24049.41,North America,60,Cole LLC,Tier 1,APAC,8,8.0,0.0,False,True,0.0,2023-08
PO-2023-000718,SUP-014,2023-02-02,2023-02-15,2023-02-15,Delivered,Electronics,343,379.07,130021.01,North America,60,"Flowers, Martin and Kelly",Tier 2,EMEA,13,13.0,0.0,False,True,0.0,2023-02
PO-2024-000719,SUP-009,2024-04-11,2024-04-24,2024-04-24,Delivered,Logistics Services,309,335.21,103579.89,EMEA,45,Munoz-Roman,Tier 2,APAC,13,13.0,0.0,False,True,0.0,2024-04
PO-2023-000720,SUP-012,2023-09-22,2023-10-11,2023-10-18,Delivered,MRO,347,481.87,167208.89,North America,30,Stanley LLC,Tier 2,EMEA,19,26.0,7.0,True,False,2340.92,2023-09
PO-2024-000721,SUP-013,2024-06-19,2024-07-09,2024-07-09,Delivered,MRO,294,230.46,67755.24,EMEA,30,Delacruz Group,Tier 2,APAC,20,20.0,0.0,False,True,0.0,2024-06
PO-2023-000722,SUP-013,2023-12-23,2023-12-28,2023-12-28,Delivered,MRO,39,392.5,15307.5,APAC,30,Delacruz Group,Tier 2,APAC,5,5.0,0.0,False,True,0.0,2023-12
PO-2023-000723,SUP-009,2023-01-08,2023-01-22,2023-02-05,Delivered,Packaging,86,412.53,35477.58,APAC,45,Munoz-Roman,Tier 2,APAC,14,28.0,14.0,True,False,993.37,2023-01
PO-2024-000724,SUP-005,2024-09-17,2024-09-23,2024-09-23,Delivered,MRO,61,80.08,4884.88,North America,60,Cole LLC,Tier 1,APAC,6,6.0,0.0,False,True,0.0,2024-09
PO-2023-000725,SUP-004,2023-10-24,2023-11-03,2023-11-09,Delivered,Packaging,458,438.95,201039.1,APAC,60,"Johnson, Gonzalez and Santos",Tier 1,North America,10,16.0,6.0,True,False,2412.47,2023-10
PO-2023-000726,SUP-013,2023-06-04,2023-06-20,2023-07-01,Delivered,MRO,391,498.35,194854.85,APAC,30,Delacruz Group,Tier 2,APAC,16,27.0,11.0,True,False,4286.81,2023-06
PO-2024-000727,SUP-025,2024-02-05,2024-02-24,2024-02-24,Delivered,Electronics,57,274.79,15663.03,North America,60,Conner Group,Tier 3,EMEA,19,19.0,0.0,False,True,0.0,2024-02
PO-2023-000728,SUP-002,2023-09-13,2023-09-19,2023-09-19,Delivered,Packaging,28,443.97,12431.16,North America,60,Rhodes PLC,Tier 1,EMEA,6,6.0,0.0,False,True,0.0,2023-09
PO-2024-000729,SUP-001,2024-10-09,2024-10-19,2024-10-19,Delivered,Logistics Services,206,116.97,24095.82,EMEA,45,"Rodriguez, Figueroa and Sanchez",Tier 1,North America,10,10.0,0.0,False,True,0.0,2024-10
PO-2023-000730,SUP-012,2023-02-22,2023-03-08,2023-03-08,Delivered,MRO,34,264.12,8980.08,APAC,30,Stanley LLC,Tier 2,EMEA,14,14.0,0.0,False,True,0.0,2023-02
PO-2023-000731,SUP-004,2023-03-17,2023-03-25,,Cancelled,Packaging,429,288.49,123762.21,APAC,60,"Johnson, Gonzalez and Santos",Tier 1,North America,8,,,False,False,0.0,2023-03
PO-2023-000732,SUP-005,2023-12-31,2024-01-09,2024-01-09,Delivered,Electronics,250,37.85,9462.5,EMEA,60,Cole LLC,Tier 1,APAC,9,9.0,0.0,False,True,0.0,2023-12
PO-2024-000733,SUP-005,2024-11-11,2024-11-14,2024-11-14,Delivered,Electronics,197,278.67,54897.99,North America,60,Cole LLC,Tier 1,APAC,3,3.0,0.0,False,True,0.0,2024-11
PO-2024-000734,SUP-017,2024-05-21,2024-05-27,2024-06-03,Delivered,Logistics Services,31,302.16,9366.96,EMEA,60,"Hawkins, Cohen and Cameron",Tier 2,APAC,6,13.0,7.0,True,False,131.14,2024-05
PO-2023-000735,SUP-019,2023-07-02,2023-08-04,2023-08-04,Delivered,Electronics,241,70.25,16930.25,EMEA,45,Clark PLC,Tier 3,EMEA,33,33.0,0.0,False,True,0.0,2023-07
PO-2023-000736,SUP-012,2023-02-09,2023-02-20,2023-02-20,Delivered,MRO,493,162.33,80028.69,North America,30,Stanley LLC,Tier 2,EMEA,11,11.0,0.0,False,True,0.0,2023-02
PO-2024-000737,SUP-011,2024-01-10,2024-01-13,2024-01-13,Delivered,Raw Materials,162,135.41,21936.42,APAC,30,"Montgomery, Hensley and Ray",Tier 2,EMEA,3,3.0,0.0,False,True,0.0,2024-01
PO-2024-000738,SUP-015,2024-10-31,2024-11-15,2024-11-15,Delivered,Electronics,348,82.57,28734.36,North America,30,"Zuniga, Wong and Lynch",Tier 2,APAC,15,15.0,0.0,False,True,0.0,2024-10
PO-2024-000739,SUP-005,2024-04-27,2024-05-03,2024-05-03,Delivered,Electronics,328,367.94,120684.32,EMEA,60,Cole LLC,Tier 1,APAC,6,6.0,0.0,False,True,0.0,2024-04
PO-2023-000740,SUP-013,2023-07-18,2023-08-03,2023-08-03,Delivered,Electronics,260,6.95,1807.0,North America,30,Delacruz Group,Tier 2,APAC,16,16.0,0.0,False,True,0.0,2023-07
PO-2024-000741,SUP-007,2024-10-06,2024-10-25,2024-10-25,Delivered,Packaging,177,303.23,53671.71,North America,45,Ramirez-Lewis,Tier 2,APAC,19,19.0,0.0,False,True,0.0,2024-10
PO-2024-000742,SUP-008,2024-04-08,2024-04-24,2024-04-24,Delivered,Packaging,490,215.64,105663.6,EMEA,60,Davis Inc,Tier 2,EMEA,16,16.0,0.0,False,True,0.0,2024-04
PO-2023-000743,SUP-015,2023-09-18,2023-10-03,,Cancelled,Raw Materials,487,406.63,198028.81,EMEA,30,"Zuniga, Wong and Lynch",Tier 2,APAC,15,,,False,False,0.0,2023-09
PO-2024-000744,SUP-009,2024-05-24,2024-06-17,2024-06-17,Delivered,Logistics Services,392,420.69,164910.48,EMEA,45,Munoz-Roman,Tier 2,APAC,24,24.0,0.0,False,True,0.0,2024-05
PO-2023-000745,SUP-012,2023-12-07,2023-12-25,2023-12-25,Delivered,MRO,306,232.67,71197.02,North America,30,Stanley LLC,Tier 2,EMEA,18,18.0,0.0,False,True,0.0,2023-12
PO-2023-000746,SUP-003,2023-12-15,2023-12-23,2023-12-23,Delivered,Logistics Services,423,200.9,84980.7,APAC,30,Johnson-Davis,Tier 1,North America,8,8.0,0.0,False,True,0.0,2023-12
PO-2024-000747,SUP-020,2024-08-15,2024-09-06,2024-09-06,Delivered,Logistics Services,319,127.6,40704.4,EMEA,60,Lewis-Porter,Tier 3,North America,22,22.0,0.0,False,True,0.0,2024-08
PO-2024-000748,SUP-002,2024-05-01,2024-05-05,2024-05-05,Delivered,Packaging,457,284.7,130107.9,North America,60,Rhodes PLC,Tier 1,EMEA,4,4.0,0.0,False,True,0.0,2024-05
PO-2023-000749,SUP-011,2023-03-21,2023-04-14,2023-04-14,Delivered,Packaging,239,454.43,108608.77,APAC,30,"Montgomery, Hensley and Ray",Tier 2,EMEA,24,24.0,0.0,False,True,0.0,2023-03
PO-2023-000750,SUP-017,2023-11-03,2023-11-10,2023-11-10,Delivered,Electronics,182,419.89,76419.98,North America,60,"Hawkins, Cohen and Cameron",Tier 2,APAC,7,7.0,0.0,False,True,0.0,2023-11
PO-2023-000751,SUP-006,2023-01-27,2023-02-07,2023-02-11,Delivered,Packaging,469,481.94,226029.86,North America,30,Blake and Sons,Tier 2,APAC,11,15.0,4.0,True,False,1808.24,2023-01
PO-2023-000752,SUP-010,2023-05-09,2023-05-20,2023-05-20,Delivered,Packaging,110,460.29,50631.9,APAC,45,"Martinez, Nielsen and Miller",Tier 2,APAC,11,11.0,0.0,False,True,0.0,2023-05
PO-2024-000753,SUP-024,2024-05-14,2024-06-01,2024-06-05,Delivered,Logistics Services,230,229.38,52757.4,APAC,30,Campos Inc,Tier 3,EMEA,18,22.0,4.0,True,False,422.06,2024-05
PO-2024-000754,SUP-012,2024-07-14,2024-07-25,,Cancelled,MRO,409,114.54,46846.86,EMEA,30,Stanley LLC,Tier 2,EMEA,11,,,False,False,0.0,2024-07
PO-2023-000755,SUP-024,2023-01-25,2023-02-03,2023-02-03,Delivered,Logistics Services,103,34.37,3540.11,APAC,30,Campos Inc,Tier 3,EMEA,9,9.0,0.0,False,True,0.0,2023-01
PO-2023-000756,SUP-014,2023-09-30,2023-10-18,2023-10-18,Delivered,Packaging,392,484.43,189896.56,EMEA,60,"Flowers, Martin and Kelly",Tier 2,EMEA,18,18.0,0.0,False,True,0.0,2023-09
PO-2024-000757,SUP-021,2024-09-22,2024-10-15,2024-10-28,Delivered,Logistics Services,65,403.22,26209.3,APAC,45,"Ellis, Baker and Wright",Tier 3,APAC,23,36.0,13.0,True,False,681.44,2024-09
PO-2024-000758,SUP-009,2024-11-06,2024-11-26,2024-11-26,Delivered,Electronics,305,362.65,110608.25,EMEA,45,Munoz-Roman,Tier 2,APAC,20,20.0,0.0,False,True,0.0,2024-11
PO-2023-000759,SUP-008,2023-02-17,2023-02-22,2023-02-22,Delivered,Electronics,181,476.26,86203.06,EMEA,60,Davis Inc,Tier 2,EMEA,5,5.0,0.0,False,True,0.0,2023-02
PO-2024-000760,SUP-022,2024-01-08,2024-02-10,2024-02-10,Delivered,Packaging,492,192.36,94641.12,North America,30,Burgess-Patterson,Tier 3,APAC,33,33.0,0.0,False,True,0.0,2024-01
PO-2024-000761,SUP-002,2024-02-23,2024-02-29,2024-02-29,Delivered,Packaging,138,128.66,17755.08,North America,60,Rhodes PLC,Tier 1,EMEA,6,6.0,0.0,False,True,0.0,2024-02
PO-2023-000762,SUP-019,2023-11-22,2023-12-04,2023-12-04,Delivered,Packaging,240,171.79,41229.6,APAC,45,Clark PLC,Tier 3,EMEA,12,12.0,0.0,False,True,0.0,2023-11
PO-2024-000763,SUP-011,2024-09-25,2024-10-09,2024-10-09,Delivered,Raw Materials,439,477.58,209657.62,EMEA,30,"Montgomery, Hensley and Ray",Tier 2,EMEA,14,14.0,0.0,False,True,0.0,2024-09
PO-2024-000764,SUP-016,2024-04-27,2024-05-09,2024-05-09,Delivered,Packaging,202,140.44,28368.88,EMEA,60,"Sanchez, Ford and Nelson",Tier 2,APAC,12,12.0,0.0,False,True,0.0,2024-04
PO-2024-000765,SUP-021,2024-10-21,2024-11-12,2024-11-12,Delivered,Logistics Services,76,262.43,19944.68,APAC,45,"Ellis, Baker and Wright",Tier 3,APAC,22,22.0,0.0,False,True,0.0,2024-10
PO-2024-000766,SUP-020,2024-03-13,2024-04-11,2024-04-11,Delivered,Raw Materials,221,441.18,97500.78,APAC,60,Lewis-Porter,Tier 3,North America,29,29.0,0.0,False,True,0.0,2024-03
PO-2023-000767,SUP-011,2023-07-19,2023-08-05,2023-08-05,Delivered,Raw Materials,133,234.1,31135.3,EMEA,30,"Montgomery, Hensley and Ray",Tier 2,EMEA,17,17.0,0.0,False,True,0.0,2023-07
PO-2023-000768,SUP-007,2023-10-30,2023-11-16,2023-11-16,Delivered,Packaging,379,68.55,25980.45,EMEA,45,Ramirez-Lewis,Tier 2,APAC,17,17.0,0.0,False,True,0.0,2023-10
PO-2024-000769,SUP-024,2024-01-20,2024-02-16,2024-02-16,Delivered,Logistics Services,316,380.7,120301.2,North America,30,Campos Inc,Tier 3,EMEA,27,27.0,0.0,False,True,0.0,2024-01
PO-2024-000770,SUP-018,2024-01-13,2024-01-29,2024-02-10,Delivered,Packaging,50,101.37,5068.5,North America,45,Underwood LLC,Tier 3,North America,16,28.0,12.0,True,False,121.64,2024-01
PO-2023-000771,SUP-019,2023-11-15,2023-12-20,,Cancelled,Packaging,328,380.48,124797.44,EMEA,45,Clark PLC,Tier 3,EMEA,35,,,False,False,0.0,2023-11
PO-2023-000772,SUP-010,2023-04-21,2023-05-09,2023-05-09,Delivered,Logistics Services,311,173.91,54086.01,EMEA,45,"Martinez, Nielsen and Miller",Tier 2,APAC,18,18.0,0.0,False,True,0.0,2023-04
PO-2023-000773,SUP-002,2023-07-01,2023-07-08,2023-07-08,Delivered,Packaging,49,236.02,11564.98,EMEA,60,Rhodes PLC,Tier 1,EMEA,7,7.0,0.0,False,True,0.0,2023-07
PO-2023-000774,SUP-016,2023-08-10,2023-08-26,2023-08-26,Delivered,Raw Materials,63,255.92,16122.96,EMEA,60,"Sanchez, Ford and Nelson",Tier 2,APAC,16,16.0,0.0,False,True,0.0,2023-08
PO-2023-000775,SUP-014,2023-12-13,2023-12-29,2023-12-29,Delivered,Electronics,427,80.8,34501.6,North America,60,"Flowers, Martin and Kelly",Tier 2,EMEA,16,16.0,0.0,False,True,0.0,2023-12
PO-2024-000776,SUP-009,2024-04-23,2024-05-07,2024-05-07,Delivered,Packaging,462,140.41,64869.42,APAC,45,Munoz-Roman,Tier 2,APAC,14,14.0,0.0,False,True,0.0,2024-04
PO-2023-000777,SUP-020,2023-03-11,2023-04-01,2023-04-12,Delivered,Logistics Services,88,358.99,31591.12,APAC,60,Lewis-Porter,Tier 3,North America,21,32.0,11.0,True,False,695.0,2023-03
PO-2024-000778,SUP-025,2024-08-21,2024-09-27,2024-09-27,Delivered,Electronics,40,495.93,19837.2,EMEA,60,Conner Group,Tier 3,EMEA,37,37.0,0.0,False,True,0.0,2024-08
PO-2023-000779,SUP-008,2023-02-01,2023-02-16,2023-02-16,Delivered,Raw Materials,217,379.9,82438.3,APAC,60,Davis Inc,Tier 2,EMEA,15,15.0,0.0,False,True,0.0,2023-02
PO-2023-000780,SUP-014,2023-01-04,2023-01-16,2023-01-16,Delivered,Electronics,487,15.17,7387.79,EMEA,60,"Flowers, Martin and Kelly",Tier 2,EMEA,12,12.0,0.0,False,True,0.0,2023-01
PO-2023-000781,SUP-021,2023-08-21,2023-09-12,2023-09-24,Delivered,Logistics Services,331,238.66,78996.46,EMEA,45,"Ellis, Baker and Wright",Tier 3,APAC,22,34.0,12.0,True,False,1895.92,2023-08
PO-2024-000782,SUP-013,2024-10-02,2024-10-09,2024-10-09,Delivered,MRO,460,25.16,11573.6,APAC,30,Delacruz Group,Tier 2,APAC,7,7.0,0.0,False,True,0.0,2024-10
PO-2024-000783,SUP-016,2024-02-17,2024-03-07,2024-03-18,Delivered,Packaging,97,377.29,36597.13,EMEA,60,"Sanchez, Ford and Nelson",Tier 2,APAC,19,30.0,11.0,True,False,805.14,2024-02
PO-2024-000784,SUP-002,2024-09-25,2024-10-05,2024-10-05,Delivered,Packaging,329,227.09,74712.61,North America,60,Rhodes PLC,Tier 1,EMEA,10,10.0,0.0,False,True,0.0,2024-09
PO-2023-000785,SUP-023,2023-04-11,2023-05-04,,Cancelled,Raw Materials,499,258.9,129191.1,EMEA,30,Robinson-Bright,Tier 3,APAC,23,,,False,False,0.0,2023-04
PO-2023-000786,SUP-025,2023-08-03,2023-08-16,2023-08-26,Delivered,Electronics,237,295.6,70057.2,North America,60,Conner Group,Tier 3,EMEA,13,23.0,10.0,True,False,1401.14,2023-08
PO-2023-000787,SUP-011,2023-05-10,2023-05-27,2023-05-27,Delivered,Raw Materials,130,423.66,55075.8,North America,30,"Montgomery, Hensley and Ray",Tier 2,EMEA,17,17.0,0.0,False,True,0.0,2023-05
PO-2024-000788,SUP-013,2024-10-23,2024-11-16,2024-11-16,Delivered,MRO,147,43.88,6450.36,EMEA,30,Delacruz Group,Tier 2,APAC,24,24.0,0.0,False,True,0.0,2024-10
PO-2024-000789,SUP-023,2024-05-04,2024-05-24,2024-05-24,Delivered,Packaging,80,179.6,14368.0,EMEA,30,Robinson-Bright,Tier 3,APAC,20,20.0,0.0,False,True,0.0,2024-05
PO-2024-000790,SUP-001,2024-04-28,2024-05-03,2024-05-03,Delivered,MRO,378,351.16,132738.48,North America,45,"Rodriguez, Figueroa and Sanchez",Tier 1,North America,5,5.0,0.0,False,True,0.0,2024-04
PO-2023-000791,SUP-010,2023-09-08,2023-09-30,2023-09-30,Delivered,Logistics Services,222,480.13,106588.86,APAC,45,"Martinez, Nielsen and Miller",Tier 2,APAC,22,22.0,0.0,False,True,0.0,2023-09
PO-2023-000792,SUP-024,2023-05-05,2023-06-10,2023-06-11,Delivered,Logistics Services,483,432.61,208950.63,APAC,30,Campos Inc,Tier 3,EMEA,36,37.0,1.0,True,False,417.9,2023-05
PO-2023-000793,SUP-022,2023-10-13,2023-10-24,2023-10-24,Delivered,Packaging,223,125.98,28093.54,North America,30,Burgess-Patterson,Tier 3,APAC,11,11.0,0.0,False,True,0.0,2023-10
PO-2024-000794,SUP-018,2024-01-21,2024-02-23,2024-02-24,Delivered,Raw Materials,413,57.27,23652.51,APAC,45,Underwood LLC,Tier 3,North America,33,34.0,1.0,True,False,47.31,2024-01
PO-2023-000795,SUP-018,2023-03-18,2023-04-09,2023-04-15,Delivered,Raw Materials,259,60.25,15604.75,North America,45,Underwood LLC,Tier 3,North America,22,28.0,6.0,True,False,187.26,2023-03
PO-2023-000796,SUP-007,2023-05-07,2023-05-25,2023-05-25,Delivered,Packaging,427,261.67,111733.09,EMEA,45,Ramirez-Lewis,Tier 2,APAC,18,18.0,0.0,False,True,0.0,2023-05
PO-2023-000797,SUP-014,2023-05-21,2023-06-02,2023-06-02,Delivered,Electronics,455,351.47,159918.85,EMEA,60,"Flowers, Martin and Kelly",Tier 2,EMEA,12,12.0,0.0,False,True,0.0,2023-05
PO-2024-000798,SUP-003,2024-03-30,2024-04-07,2024-04-07,Delivered,Logistics Services,293,352.71,103344.03,EMEA,30,Johnson-Davis,Tier 1,North America,8,8.0,0.0,False,True,0.0,2024-03
PO-2024-000799,SUP-008,2024-05-11,2024-05-16,2024-05-16,Delivered,Electronics,410,54.48,22336.8,APAC,60,Davis Inc,Tier 2,EMEA,5,5.0,0.0,False,True,0.0,2024-05
PO-2023-000800,SUP-021,2023-05-01,2023-05-19,2023-05-19,Delivered,Logistics Services,162,264.92,42917.04,North America,45,"Ellis, Baker and Wright",Tier 3,APAC,18,18.0,0.0,False,True,0.0,2023-05
PO-2024-000801,SUP-003,2024-07-03,2024-07-12,2024-07-12,Delivered,MRO,479,442.35,211885.65,North America,30,Johnson-Davis,Tier 1,North America,9,9.0,0.0,False,True,0.0,2024-07
PO-2024-000802,SUP-013,2024-05-15,2024-05-31,2024-05-31,Delivered,MRO,444,186.92,82992.48,APAC,30,Delacruz Group,Tier 2,APAC,16,16.0,0.0,False,True,0.0,2024-05
PO-2023-000803,SUP-024,2023-11-01,2023-11-17,2023-11-17,Delivered,MRO,498,22.85,11379.3,North America,30,Campos Inc,Tier 3,EMEA,16,16.0,0.0,False,True,0.0,2023-11
PO-2023-000804,SUP-021,2023-12-12,2023-12-21,2023-12-21,Delivered,Logistics Services,300,471.36,141408.0,EMEA,45,"Ellis, Baker and Wright",Tier 3,APAC,9,9.0,0.0,False,True,0.0,2023-12
PO-2024-000805,SUP-013,2024-02-17,2024-03-05,2024-03-05,Delivered,MRO,231,230.84,53324.04,EMEA,30,Delacruz Group,Tier 2,APAC,17,17.0,0.0,False,True,0.0,2024-02
PO-2023-000806,SUP-008,2023-12-14,2023-12-26,2023-12-26,Delivered,Electronics,363,489.72,177768.36,APAC,60,Davis Inc,Tier 2,EMEA,12,12.0,0.0,False,True,0.0,2023-12
PO-2023-000807,SUP-020,2023-11-03,2023-11-21,2023-11-24,Delivered,Electronics,84,428.89,36026.76,North America,60,Lewis-Porter,Tier 3,North America,18,21.0,3.0,True,False,216.16,2023-11
PO-2023-000808,SUP-016,2023-09-26,2023-09-29,2023-09-29,Delivered,Packaging,421,227.48,95769.08,EMEA,60,"Sanchez, Ford and Nelson",Tier 2,APAC,3,3.0,0.0,False,True,0.0,2023-09
PO-2023-000809,SUP-024,2023-02-19,2023-03-17,2023-03-19,Delivered,Raw Materials,132,377.19,49789.08,EMEA,30,Campos Inc,Tier 3,EMEA,26,28.0,2.0,True,False,199.16,2023-02
PO-2024-000810,SUP-012,2024-06-16,2024-07-02,2024-07-02,Delivered,Raw Materials,428,12.3,5264.4,North America,30,Stanley LLC,Tier 2,EMEA,16,16.0,0.0,False,True,0.0,2024-06
PO-2024-000811,SUP-002,2024-02-23,2024-02-27,2024-03-12,Delivered,Packaging,56,53.71,3007.76,APAC,60,Rhodes PLC,Tier 1,EMEA,4,18.0,14.0,True,False,84.22,2024-02
PO-2023-000812,SUP-010,2023-03-20,2023-04-03,2023-04-03,Delivered,Packaging,349,455.44,158948.56,EMEA,45,"Martinez, Nielsen and Miller",Tier 2,APAC,14,14.0,0.0,False,True,0.0,2023-03
PO-2023-000813,SUP-024,2023-07-24,2023-08-17,2023-08-30,Delivered,Logistics Services,140,455.39,63754.6,EMEA,30,Campos Inc,Tier 3,EMEA,24,37.0,13.0,True,False,1657.62,2023-07
PO-2024-000814,SUP-014,2024-03-26,2024-04-03,2024-04-03,Delivered,Electronics,141,177.51,25028.91,EMEA,60,"Flowers, Martin and Kelly",Tier 2,EMEA,8,8.0,0.0,False,True,0.0,2024-03
PO-2024-000815,SUP-009,2024-11-14,2024-11-27,2024-11-27,Delivered,Logistics Services,37,180.68,6685.16,EMEA,45,Munoz-Roman,Tier 2,APAC,13,13.0,0.0,False,True,0.0,2024-11
PO-2023-000816,SUP-019,2023-09-26,2023-10-30,2023-10-30,Delivered,Packaging,51,229.25,11691.75,North America,45,Clark PLC,Tier 3,EMEA,34,34.0,0.0,False,True,0.0,2023-09
PO-2023-000817,SUP-012,2023-09-02,2023-09-28,2023-09-28,Delivered,MRO,193,317.74,61323.82,North America,30,Stanley LLC,Tier 2,EMEA,26,26.0,0.0,False,True,0.0,2023-09
PO-2024-000818,SUP-002,2024-01-24,2024-01-31,2024-01-31,Delivered,Packaging,154,192.9,29706.6,APAC,60,Rhodes PLC,Tier 1,EMEA,7,7.0,0.0,False,True,0.0,2024-01
PO-2023-000819,SUP-022,2023-03-03,2023-03-29,2023-04-12,Delivered,Packaging,320,172.35,55152.0,North America,30,Burgess-Patterson,Tier 3,APAC,26,40.0,14.0,True,False,1544.26,2023-03
PO-2023-000820,SUP-012,2023-05-15,2023-05-29,2023-05-30,Delivered,MRO,484,330.83,160121.72,EMEA,30,Stanley LLC,Tier 2,EMEA,14,15.0,1.0,True,False,320.24,2023-05
PO-2024-000821,SUP-022,2024-06-21,2024-07-08,,Cancelled,Logistics Services,291,431.31,125511.21,EMEA,30,Burgess-Patterson,Tier 3,APAC,17,,,False,False,0.0,2024-06
PO-2024-000822,SUP-015,2024-03-08,2024-03-21,2024-03-21,Delivered,Electronics,458,32.68,14967.44,APAC,30,"Zuniga, Wong and Lynch",Tier 2,APAC,13,13.0,0.0,False,True,0.0,2024-03
PO-2024-000823,SUP-003,2024-05-23,2024-05-27,2024-05-27,Delivered,Logistics Services,354,302.6,107120.4,North America,30,Johnson-Davis,Tier 1,North America,4,4.0,0.0,False,True,0.0,2024-05
PO-2024-000824,SUP-011,2024-02-11,2024-03-04,2024-03-04,Delivered,Raw Materials,108,356.07,38455.56,North America,30,"Montgomery, Hensley and Ray",Tier 2,EMEA,22,22.0,0.0,False,True,0.0,2024-02
